Comment,Likes
One of the best product review videos ive ever seen. Very informative,49
2:07 Perfect dust collector <3,23
"I really hope this goes the ""supersonic flight"" way.",0
"i like the fact the is saying ""apple vision pro and it turns the video in 114p lol",0
I feel like it should have a rear view camera.. perhaps in the middle of the head strap. just something that could be on display in the corner as you walk.,197
"I think the reason why there’s no fun overlay of the apple maps app like Marques was asking at 19:32 is because Apple specifically said you should only use the Vr headset in safe places and maybe don’t want you trying to walk around wearing it to avoid unfortunate incidents, great detailed video as always Marques.",33
"I really thought the tv stand was the most confused by mac people I'd ever get, but no... once again, yall fuckin blow my mind.",0
review a perc 30 next,0
18:35 I could hear the GOOD MORNING miles away 😂😂,63
Your reviews are actually next level. You made me feel like i was using it. Complete awe factor,86
"That Facetime demo looked really cool!  But it's disturbing how the personas ""eat"" your ears.  The hair is kinda bad, but the missing ears throws it straight into uncanny valley for me.",0
"omg, this is a solution in search of a problem that doesn't exist. So many people will eat this up without even questioning...",1
I love how Apple insists Apple Vision Pro is a completely different product from all of the other VR headsets to the absurd degree of claiming it's not actually a VR Headset at all,103
"I suffer from retinitis pigmentosa, a rare eye disease that impacts the night and peripheral vision. The Vision Pro is going to be a life changer!!! Especially when it gets smaller, I can easily see myself wearing it in dark environments and use the oass through camera to see things.",118
"The thing is that developers purchase two three big size screens for thier work and with this device they can have unlimited screens. 

Crazy stuff

First time I am impressed with apple for thier genuine justified price product.

Its next level thing. The only concern is the weight of this device. 

As it is first gen may be this device will come down to a mere size normal sunglasses than it would b definitely much cooler and futuristic than ever.


And it will definitely open markets for big innovators like samsung to compete with apple. And will se the bulky thing getting pinched to a normal eyewear size.


6-7 years This will be a big thing.....",1
Nice  futuristic options in it but not 4K nice.,0
Crazy tech. Cant wait to see how this evolves,116
Great review. And what a time to be alive. But I think a couple of updates later the vision pro would start making at least some noise while trying to cool down the system.,652
"IMHO we should really move away from mAh as a measure of battery capacity because 2 packs with the same mAh rating can wind up with 2-3 fold more or less energy in them depending on voltage. I've already seen this cause confusion eg with an Anker battery I bought that has bad reviews for being 5Ah instead of the advertised 10Ah, which is technically true because it uses 2 5Ah cells in series instead of parallel. It has the same energy content as a traditional 10Ah battery but it's technically not 10Ah.",0
Imagine doing sport by playing FPS games . that will be so crazy !,1
The FaceTime persona call looks like you are dreaming it lmao,31
Marques never disappoints bro ong,66
"I am wondering .. like I saw in an ad, people wearing shuch headset are walking on road and pinching doing their stuff simultaneously. If for some reason, the camera feed screen fails to refresh, and the person doesn't catch this immediately. And if he was crossing road in hurry, a vehicle which is still away as per the headset, would crash with him in realtime.",0
"Just apple cementing their domination of technology, its awesome",0
"Can't wait to come back to this video 5 years later and see how advanced the Vision Pro 3 Max Ultra is with the $9999 price tag 😂 Seriously, this is one of the best tech reviews ever! 👏",22
"It wasn't until I got 33:00 minutes into this that I started to get excited - this ability to direct attention to individuals is a really important capability, especially for those of us who work remotely but manage teams. What a great review.",63
"One important question, we may wonder!   How many hours of Vision Pro we can use,  until we used up our eyes.   
Simple down to, what wave of light, is going into user's eyes",0
Idiocracy was not kidding about Frito's on the future!!,1
35:16 totally useful.. doing meetings w hair messy and no makeup but still looking glamorous virtually. lol 😂,46
He is the only person who actually explain each and every detail of things that no one else tell. It actually make you think weather you need this product or not😍,23
Wonder if he felt any nausea while using it?  Any VR headset so far I've used I felt nausea after only 15 min use that last for hours after removing it off my face.,0
"In the 1920's: We'll have flying cars and no disease or famine!
2024: Look, TV that you can wear on your head!",0
"""EYEPHONE"" from Futurama😂😂😂",39
I’ll consider buying the Vision Pro 60. When we can live out our Ready player One dreams,73
"How can it capture your mouth gesture while you only wear in on eyes, can anyone tell me how? If i speak in other languages other than english will yhe mouth gesture will capture my real gesture when speaking?",0
I fell like as we keep getting more and more tech slammed in our faces the more I just want to go back and live in the 90s.,0
"22:44 knife party essentials, RESPECT",75
The amount of work and effort to produce this review is incredible!! Good job Marques! 🔥,24
"This is like cyberpunk edgerunner where they just pickup calls and messages in their eyes so there’s no need for phones anymore, you could also change your fov in real life now lol",0
"It looks just like any of these Chinese AR glasses, but with somewhat better controls",0
Give this guy a raise!  This was the review I was looking for... great job. I want one just for traveling. Imagine being on a plane and using this!,24
That Mac integration is insanely cool. Possibly the coolest part of this whole thing.,52
it has a removable cable... You can remove it using a sim ejector tool,0
I see a fedex vechicle passing behind your window 35:32,1
15:00 “if it’s a url you can say out loud” he knows what a lot of people are gonna use it for 😂,41
"It’s £3000 in UK and already sold out. People re-selling it for $10000 on eBay!
For that price it’s better be so good that it changes my life forever",50
"With all these cool new augmented reality headsets coming out, I wonder if it is worth it to buy a new TV?",0
– Anyone here know where I can find that wallpaper on the Mac back there to the left?,0
"Almost 15M views in just 3 days?! Bravo, Mr. Brownlee. Well deserved, you rock! Can you imagine walking into the office and everyone has one of these on? The future..... OoOoOooo",60
“A url you can say out loud” ahahahahaha amazing,37
You'd think differently about the glass and metal after watching Jerry rigs everything,0
Advanced Tech IS Magic.,0
"Fascinating stuff. Especially since Apple has chosen to go the productivity route with this. Like, we spent an entire video talking about one of the most advanced VR headsets ever made, and gaming on it wasn't even discussed.",28
You have a real knack for explaining things. This was a great and very honest review.,33
does it work with glasses? what about eye lense?,0
"Wait for the 2nd gen to be released, it’s gonna have more features,like receiving phone calls, also Netflix and YouTube apps , the price gonna decrease about a quarter I believe .",0
"This actually feels like a real review, rather than one of those excitement hype reviews sponsored by the manufacturer.  I got so aggravated this week by the initial reviews of the Lexus GX 550 vs the older GX460 (and 4Runner) because it to me it was very obvious that based on all the footage, the truck overall appears to be cheaper and lower-luxury than the outgoing GX460.  But perhaps in fear of NOT getting invited to future press day events, just about every reviewer wasn't really directly addressing that topic.  They were just like, it's got more power, it's got seats that feel better, here are the trim lines if you want real-leather and rear-heated seats...and on, and it felt like ""leading the witness"" to get you to buy into what they were saying.  The talking points likely were provided or suggested by Lexus/Toyota.  And they didn't want to mention whether they were or were not allowed to open-report on the new truck either.  
At least this was a pretty objective, preliminary hardware review of Vision Pro, so thank you Marques!",65
No one will ever know what this comment was and the Truth to the Universe.,334
Can u please do PlayStation vr2  vs apple vision pro,0
Look at this distinguished gentleman look at the way he is sitting yes 🦁,0
Excellent review. Thank you for taking the time to do it.,30
I have absolutely no practical reason to own one but it looks incredible. The future of this product will be amazing,39
"Maybe typing on your phone as input could do better, you just have to pair it with your phone and use it as a keyboard for the time.

Our hands are free after all🙂
And we are more used to typing on the phone",0
"26:42 I feel like nobody's talking about the fact that the displayed eyes also sit higher on your face than in reality (at certain angles, like 26:33, they even look like they're on your forehead; in general, though, they look 1-3 cm higher at all times), adding to the uncanny-valley feeling.  I'm interested why Apple didn't want to make them appear lower (more lifelike).",0
The thought of seeing people constantly tapping their fingers together already sounds hilarious 🤣,141
You know is going to be cool when Marquees says “I’ve been using for a week now” haha just love it.,49
"ok guys idk if its a coincidence or something, im watching mr robot again and in s2 ep4 at 13:01 in the train a girl is wearing apple vision pro, and that episode was released in july 27 2016...",0
I hope I could order a Apple Vision Pro before they ran out,0
"If the vision pro came out during covid, it could have been an instant hit.",83
"""Listen to me, do you really want a computer that is always looking to your hands."" had me laughing.😅",89
"This is some pretty dystopian Black Mirror stuff, right here.",0
"Nice video, as a noob I just dont see a use case for this longterm. Gaming on a 500 usd Quest 3 with some good titles to go with it, great hobby. But spending 3,5k usd on this without any great apps/ games at launch? What does watching a Youtube video on an augmented moon give me more than my PC setup? Apple products usually aint a good investment but this sounds like a very expensive niche product to me. Then theres all the practical limitations of having a headset on when the task could very well be done with a normal screen setup much more comfortable...",0
"This seems like a really good starting point. It’s super polished and very powerful. It’s just really empty right now. MKBHD idea of having arrows on the ground for Google maps for example should be a must. I’ll be skipping gen 1 and looking forward for gen2 or 3 when there’s more reason for one. 

Also I know gaming isn’t the focus. But defiantly missing out on at least making it a possible pc wireless link alternative. Hopefully one of the next gen’s will get some vr game support and optional remotes",24
Its exciting to imagine what the evolution of this device might be,37
This is cool and also absolutely scary!,0
you have nice video and I like the way you review but your videos have way too many ads,0
"You can see that there's still so much room for improvement, which is actually an exciting thing. I remember over a decade ago when people had all these creative concepts for how to improve the iPhone/smartphone experience, and eventually all of the most popular concepts became reality once these devices had the processing power to handle it. It'll be nice seeing that same energy devoted to improving a new medium that can see really big changes with each generation, while smartphones are at the stage where they just bump up the processor 20%, make the camera a little clearer, make the screen a little brighter, add some AI gimmick and call it a new generation.",52
"This is the type of VR that my generation ""born in the 80s"" has been waiting for. VR for us is like flying cars for the 50s generation. Its something I grew up with that was represented in movies and popular culture, but the technology wasnt there, and there were a few that came out that fell very short. If you were like me and had the original Virtual Boy you know what im talking about haha. But to see something like this, in reality, that works is just amazing.",140
Does wearing prescription glasses make a difference?,0
"imaging you at the bus stop with that thing on ,,",0
27:56 My man is lovin his job! 🤣🤣🤣,23
"Great video, Vision Pro looks incredible and I'm amazed at how far technology has come.  In fact I have made a video about the Vision Pro and the top tech trends in 2024!  🙌😁",44
scratches at level 4 with deeper grooves at level 5,0
"Persona correction hack:
a.) Use cellphone take photo of yourself.
b.) Print from 2D printer.
c.) Cut with scissors and tape onto visionpro.
Eye's don't move, but nerd is gone.",0
Good to see you include Wh in the video! We should probably start using that when discussing battery sizes more often than mAh,29
28:52 This had me dying 😂,46
Same,0
is there an headphone plug ?,0
"Interesting that The Verge's review complained about the real-world passthrough being short on colors (the displays do less than 50% of the colors the human eye can see), and Marques is like ""The colors are great!"" ...while sitting in an almost entirely white/gray office space :D",22
"The possibility for disabled people with a device like this could be massively huge. This could be something that allows people with no arms to enjoy multimedia in a way they have never enjoyed it before in their life, being able to navigate menus with eye tracking.",116
"The Vision Pro *could be* the best ""mobile phone/music pod/internet/gaming device"" of the decade! 32:35
But *its price is the Real Killer!!!*",0
I feel like here in Italy we will have some problems about hand pinching....,0
"Not being able to display more than one virtual screen with the Mac is such an oversight.

Hopefully that’s something that can be updated in the future",37
27:55 lmao the camera guy smiling xD,32
"if my eyes have cylinder, does it still comfortable or not? because if im watching 3D movie on cinema, its really not comfortable, still have to wearing my glasses and then wearing 3D glasses, so yes, double glasses 😅",0
Did us dirty with the ps vita home screen,0
"""Editing on the plane is too awkward so I'm going to put on a goofy looking VR headset instead"" yeah.... I'm sure that'll work.",32
I'll wait for the 3rd version to try it out,28
23:25 Any neck movement problems ....?,0
Can turn off with the headset buttons & immersively.  You don't simply pull the power - and ma6be shouldn't.,0
30:44  😶💀,28
Marques brownlee I am here I am using it now,0
I am really relieved that they have separated the battery I really don't want the battery blow up against my face.,0
You can shut it off while using it without taking the plug out,0
From the start of the video. I thought you were wearing an Omni Man logo shirt 😅,0
The movie (the portable door) in real life 😂,0
Alhumdullilah ❤,0
"Apple should add another camera to their phone to enable you to take stereoscopic photos and videos (3d photos and videos), then you could view them on the apple vison pro.",0
Im just happy; if you ever watched READY PLAYER ONE: yes we are headed there😊,0
I find it cool,0
One step closer to being Agent Nahman Jayden. Just want to toss a virtual ball against a wall.,1
High qualit 🤭 ----_-JERRY RIG😁😁,0
"Nice video! It just confirms me I really don't need that gadget. Apple has credits for creating first smart phone, that is for sure, but I don't think they will survive another decade or two. Obsolescence, too much greed, closed environment that will not communicate with other companies, products and services, don't seem to me a way to the future.",0
It would be cool to use street view in a free roaming type of set up,1
I have seen videos of people turning the Vision Pro off by pushing the digital crown and the other button in simujltaniously for a few seconds kind of like an IPhone so it IS possible to turn it off,0
I used my sons VR for about 40min. I was left with a headache and feeling cross eyed,0
"I like how you say it is high quality, yet it is just as basic quality as the Meta Quest 3.  The ""glass"" that is on the front is actually level 3 scratchable plastic that is called ""glass"".  And USB-C literally clicks in place, so it doesn't come off easily.  Apple proprietary power is just Apple telling you that you have to pay a lot for their product.",0
Can you connect it also with.a real computer like a Mac? Working professionally is not possible on iPad or iPhone.,0
Bruhh someone should build around place for flaying monitor around you😮 hope that real,0
What is the use of vision pro,0
Woah.,0
"At this point, we are in Marvel when Nick Furry is talking to the counsel 😂",0
i have a squint in one eye do yo think this will work for me ?,0
okay. so I learnt that the HOLI festival this year falls on March 25th !!,0
It's good sunglasses for truckers especially if it has special anti glare technology,0
I can’t wait till I’m thirteen 😊😊😊😊😊😊,0
"It's a good product, but considering watching movies and videos in such an immersive experience was one of the unique selling points of the Vision Pro, it's kind of disappointing that netflix and youtube won't be on it",0
"Not through the video yet, but judging by apps so far, basically this thing is a $ 4,000 iPad? Man, these Apple guys are geniuses.",0
"One thing though that needs to happen for me to be actually even remotely interested is you need to be able to rotate, tilt, and fully scale and distort anchored panes/planes/panels.
If I can't pay down and tiltz or place it on my ceiling, who cares?
It's one major complaint I have about all of Meta's UI.",0
A BTS video of this review would be sweet! 🙃,0
I'm waiting for the 3D cad development apps...,0
15:01 funny when that sort of thing gets out of hand,0
the Batary Caple is removable,0
So can you wear glasses with it and what if you have no arms?,0
You could use YouTube on your laptop via these,0
"15:04--> waiiit a minute, HUH",0
At 32:40 you three look like Mac deities or something people in a tropical country would pray to.,0
This is their solution to holograms 🤣 gonna be getting a phone call on your Vision Pro and when you answer you see each others virtual characters 💀,0
The future's gonna be wild,0
"I'm surprised it wasn't showing the arc of the ping pong ball and approximating the trajectory of it. Imagine a police officer using it if facial recognition features are added that correlate with a database showing your criminal history. Or some creepy dude using it to ""undress"" people using ai. It's one of those kinds of devices that's going to have to be carefully regulated.",0
I want a painter app,0
The battery cable is removable it’s a hidden lighting cable,0
This device both scares me and excites me lol,0
"I have a battery pack of that size which is 30,000mah!",0
I'll say the same thing I said when the first Ipad came out.  This'll never catch on...,0
"Apple has a remarkable obsession for metal, which forced me to sell my AirPod Max at half the price I got it. I may still think that is a premium headset, however I wasn’t able to get along with things that gave me real physical headache whenever I used it for more than an hour.",0
I didn’t know thanasis had a yt channel,1
There are air intakes around your nose area with exhausts above your eyes .... do they filter the air in readiness for the next respiratory pandemic?,0
"""if it's a URL you can say out loud"" 🌚",0
"What Nobody mentions, not even Marques, is that the eyetracking is Marketing Gold, imagine knowing how long your eyeballs gazed on an ad,  if you just ignored it, if you gased for 5 to 10 seconds and then clicked on it,

You want consumer data to sell? these will give you data for years and years to come

Not to mention when it comes to designing the new Pixar pic, the next Marvel Movie, evaluating wether that new 5 million  dollar Micheal Bay scene caught peoples eyes, wether their pupils dialated, what elements they where looking at throught, imagine!

They really should lower the price, that data will pay for itself, with every Apple TV production, they'll get more and more data and could corner that market!",0
compare it with Microsoft hololens and google lens,0
it isn't coming out where I live until early 2025 (that's what the estimastion says atleast) and I'm stoked to try them out. Could you give me your set lmao?,0
Is life better with this thing or without this thing?,0
2nd most popular video in 2 weeks 💪,0
Imagine if google glass actually buckled down and kept production going,0
how many pages of script does this video have ?,0
speaking of killer apps... does it run visicalc?,0
"I already knew I didn't want one of these, but after seeing what it can do, I still don't want one. I'm sure Apple will be fine even if it's the next Newton.",0
imagine a future everyone is like this wearing vision pro,0
Whats the use if I cant use youtube and Netflix,0
5:22 😂😂😂 hence prove that you never knew apple language,0
I thought the cable was removable. I think I saw that on LTT,0
it would be cool if you were able to use your PC with the headset.,0
Can't even imagine how crazy this is going to be by 2030.,1
if it's a URL that you can say out loud 🤣🤣,0
that persona part was like some a fcked up  black mirror thing.,0
"Tons of potential, but also still has tons of let downs.  Of course it'll be a status symbol for those that don't feel that 4 grand is a lot of money, 
but for the larger majority I feel that it's just not fully ready yet to become a staple in our homes.  I feel like it's price point should be more like
$1200-1800.  Paying more than twice that is absurd at this point.  But again.. if you throw money around like it's nothing.. then of course it'll
be a cool thing to have.  Until then, I'll just stick to my out dated Iphone 11 Pro Max.",0
Those avatars are decades away from approaching the uncanny valley. They look like pc game characters from 2004 😅,0
what is it for,1
"29:40 ""Paperbag Color Test complete.",0
I don't have but still I know how to use 😅😂,0
"you know what, i will not be surprised if they create a headgear/helmet type and then itll be a normal thing people to wear just like eye glasses,",0
They need to ad physical controllers.,0
whats with the top hat? who is your stylist?,0
Most definitely the future,0
We’re so close to the nervgear from Sao,0
You can turn it off without disconnecting the battery,0
But like ft someone whose using an iPhone what do you see and what do they see?,0
Does it have night vision?,0
I think they will have it dialed in maybe 3-5 years when it can replace the desktop.,0
AVP 2,0
does it have night vision ?,0
"They don't want to use the term Virtual Reality ... becuase simulator sickness isn't something they have fixed with current technology. What simulator sickness is, is your brain thinks you are moving and your body is saying you are not moving and thus causing the sickness. This isn't something that happens to every but it is regular enough to cause issues when training in level D flight simulators for aircraft pilots. It is why they added motion to simulators to help calm it down.",1
why does the mac have a windows background???,0
I am all ready an avatar in my body. 👽,0
You can play the video on background. Try it guys,0
"MB: You don't need to pinch in front of your face.
Also MK: pinching in front of his face. 😅",0
20:16 see yeah,0
"Have you ever used Steam in VR? Things that stay in place are not new, that's how you walk around VR rooms without running into the wall. So this thing tracks your eyes (HTC 2017), it has a better camera, and knows when you pinch your fingers... I'll wait for the Chinese or Android knock-off.",0
what sofa is that? 8:25,0
It took YouTube 10 years to show this to me,1
"Instead of wearing those anywhere outside your house, you could always just put a sticker on your head that says ""I'm a Giant Tool""",0
yea i dont expect much software to be made for a device with a market cap of like 2000 people,0
20:34 An other Bjørn Nyland fan.,0
Need a way to lock on what you look at,0
Life about to be like Altered Carbon,0
How am i just finding out about this 😂,0
It’s really a great product from Apple,0
Waiting for the VR than can provide the specs of a PC so i can play MMORPG lol,0
"You are wrong, removing cable is not the only way to turn off vision. Press both the buttons on the top at the same time, and it will ask you to turn off power. @marques",0
Can I hook up my Xbox controller and play my steam games like Skyrim VR?,0
bro called it 2k face scan looking like a nintendo 64 character,0
Now does Marques work for Apple at this point? Sure seems like it.,0
"cool! No repairs needed anymore. Just map your apartment and all it has in ""vision"" and let it be  some penthouse design. No cockroaches running around, no neighbors through the windows. no bad region of the city. Nothing matter. Just map it and live wherever you want. Soon no external repairs of building also will be necessary - the owner will just buy an online update and everyone seeing your house will see a brilliant house. both outside and inside.",0
15:03 wdym marques 😂😂😂 wdym 😂😂😂😂😂,0
36:33 Pros and cons,0
"Me hearing non-removable:

Well, there are two options, first cut the cord, and second use it like a sim card and push push the little hole.",0
"Bruhhh, i feel like I'm not ready for the future at alll",0
first it was a desktop then a laptop and now head top,0
25 million View.. 😮,1
Next time force ghost persona filter,0
I'm assuming if you look down at an android phone the phone is censored with a mosaic filter.,0
"26:08 ""The fog of w..."" -- me: he's not actually going to say 'war', right? -- ""....hatever""  -- OHHH",0
"One huge downside is practicality. As well as the Mac Connect thing or the Apple Music app works on the Vision Pro, tell me, how many times are you actually going to go through the effort of putting a whole half a kilogram aluminum case on your head and charge it additionally, carrying it in a case that’s like 5 times thicker than your MacBook. 

VR/AR headsets are exactly where they were about ten years ago: cool gimmicks that’ll just collect dust after the first month or so of usage.

The only way VR/AR picks up is if they manage to shrink it to a smaller form factor with all day battery life. The former, Google already tried with Google Glasses and were partly successful but with the battery technology storage today, no way it’s gonna be possible to store all day battery life in a package that small. 

And above all, charging absurd amounts, upwards of 3000 dollars is gonna steer people away all the more, it’ll be nothing more than a shiny toy.",0
"""...And it even sometimes casts a shadow on the ground...""

...except that we'd have to be outside to see that, rather than watching that happen to a coffee table or the floor.",0
15:02 Bro 💀,0
Imagine someone robbing the apple store and using the apple vision pro and a mask to hide there identity 😂,0
Persona feels like the animated characters from the polar express...😅,0
Surely there must be at least 1 game available on this thing!,0
Augmented reality headset?,0
i bet its awesome to play pokemon go with that,0
"Men of culture....
Im gonna need a review of the question we all have. 
Thanks",0
You can turn it off without disconnecting the cord.,0
Woah,0
W video 💪,0
Touch kaise hota h,0
"Despite any cons in the list, this product is just incredible 👀",0
They look like the ones in the movie Ready Player One,0
This actually the beginning of the Technology of Tony Stark Glasses given to Peter Parker.  aka Spider Man.,0
"thats actually amazing cool, won't buy but very cool",0
Just like ARI in heavy rain .,1
watching from my quest 3,0
waiting for the vision app that will enable you to play pool billiards with 100% accuracy,0
Okay a meta user here what is apples Vision Pro competition to meta Horizon Worlds? With persona?,0
29:00 at least it makes you smile,0
Look the new glasshole!!!!,0
Feels like this product will go under soon like the Meta one...,0
"If I had this in reality along with ""cheat codes"" (like video game hacks), I could fulfill my greatest ambition. 

Too bad that it is as unlikely as it can get.",0
"It has some interesting aspects about it, but the most impressive would have been a cheaper price. 
This is just like the first iPhone, iPad etc. it's a market research device for Apple, you just paid for being a beta tester.",0
"The future is now, old man!",0
This video seriously blew up! 💣,0
actually the correct term to be used here is a mixed reality headset,0
"Cons, you said price, they laughed",1
its the 'If you have a darker skin tone like me' that finishes me.,0
Dunno on all this tech i hear Ipads go for 100-150 used its as large as a VR screen,0
Did anyone already comment it mA*h doesn’t measure the energy. mWt*h does. So you need to multiply it by the Voltage do get the energy. It has higher voltage than standard power banks for smartphones,0
Killer App is watching sports and concerts. Also travel industry will be highly impacted,0
Wow,0
Personas?  More like giving the FBI and the CIA every last detail of you that they'll EVER NEED willingly.  As if the invention of Facebook and fingerprint unlocking wasn't bad enough!  😂,0
"yow, can't wear that in the streets of San Fran....it will snatched right away ..",0
It's an old classic in eternal unfinished development technology.,0
"If Matrix movie was made in today's time, Neo could enter the matrix using this device.",0
Why only in this video i can go to home screen and still the video is playing in float… am not using youtube premium…. How this is possible in only this video?,0
Okay but what if you were talking to yourself or just talking making noise and you see a shadow start to appear but you are alone 😮😮😮,0
looks lit but looks heavy af,0
"Imagine rewatching it in 10 years- “lol, look how bulky and awkward it is!”",1
oh wow let me put on huge awkward goggles on my face instead of pulling out my 6 inch phone,0
Isn’t it more augmented rather than virtual reality,0
"As a crypto enthusiast, Xeventy's concept really resonates with me. Investing in the presale for sure!",0
I think those would let a person walk right out into busy traffic,0
👍,1
PLAYER 1 MOVIE WAS JUST A SENSITIZE.... HERE WE GO!,0
👍,1
"There's a lot to like and there's a lot to hate. The number one thing I like about it is that there's going to be a lot of creative professionals with really expensive software, multitasking with these things and providing feedback to software developers which is going to lead to some efficient leaps and bounds that we haven't been able to see in the more gaming centric headsets preceding Apple's contribution to the field.
The outward-facing OLED in my opinion is kind of wasteful but who am I to say what rich people should do with their money and I suppose there's some gotta be some kind of reasonable use outside of cosmetic use... ?
But yeah, it wastes money, and what is already a miniscule battery.
I hate the proprietary plug that's really stupid for consumers, the external battery pack leaving the headset completely front focused shows that they've got a long way to go and they're rather tone deaf regarding actual long-term use of a VR headset. The lack of 3D virtualized environmental offerings beyond what is likely to be an excellent pass through and otherwise augmented reality experience is off-putting, but it's good to see that despite the closed ecosystem there are people out there making these things work and additionally I figure eventually it will be a priority to actually provide interesting software and services supporting their platform. I do think there's a certain element of anti-competitive practices that are keeping a lot of software from being supported on the Apple platform but I'm not surprised by that as they're late to the game and capitalizing like they normally do.
in the end additionally the exorbitant cost of this thing isn't really something that should be surprising considering this is definitely an early adopter thing and as such while it has a lot of good features these are basically the stock standard features that everyone expects in virtual at this time but again with a price point that is 3 - 8 times more than it's nearest competitors depending on where you place this in the market. The trick to that is is it's not really in an external market and that's the strength that it brings to the external market oddly enough. The fact is the strongest thing about this headset is that it's going to bring people from within the apple microculture and introduce them to something they've stayed mostly ignorant about and and it's going to bring a lot of enthusiasm and innovation into the future of entertainment and what is essentially the evolution of the cell phone and micro computer.
I only wish they had gone with a transparent setup with a an electronic array of localized dimmers or glass that can be made opaque in zones so the passthrough and display elements could work in tandem and allowing an overlay on things you can actually see through the displays rather than relying only on cameras and lidar for producing passthrough. That it's not a full XR experience is a bummer, but the more these megacorp entities invest in the tech, and the more they saddle the losses for the sake of the longevity of the innovations, the better it will be for us, so I'm all for it, at least in the context of advancing the technology.
So, were not really even close to Being there with this headset, but at least it's opening more eyes to the reality of virtual reality, and how beneficial it can be for many.",0
"It's a pity that it has to be labeled as a 'spatial computer' instead of being recognized as Apple's AR/VR device with controllers. I would prefer Apple to compete with Quest 3, leveraging the power of the M2 chip, micro-OLED screens, and their superior tracking quality. This could enable games like Resident Evil Village to reach PS5 quality on a wireless device.",0
Is it compatible with Linux?,0
"one question, if you are calling someone on the facetime, why dont you just show you as yourself instead of this persona?",0
they managed to make another SAO headset,0
they will develop their own netflix wait for it,0
"With Apple releasing this, the question that will come more and more in our heads will be ""Is it live, or is it Memorex?""",0
11:48 all fun until it starts showing ads,0
100% HALF BAKED Product,0
How long does it take to get 4000$,0
Do you need every apple  product.,0
"So interesting, wish I had 5k to get one lol",0
Im kinda blown away apple would even bother developing this,0
Still watching this video,0
A battery discharging while chargimg kills the max life of the battery rather rapidly.,0
Deffinately people with glasses are not included in the target group,0
"this tech seems amazing, tho apple is simply pioneering it, i dont think it will kick off unless it becomes more acessible price wise(AKA other companies doing smilar devices(not counting quest at the moment but they are heading to that path))",0
Looks like a next-gen HoloLens,0
"I still think the price is overkill, but, for once, I'm actually impressed by Apple.",0
What about crosseyed people?,0
I would have thought the battery would be something of a non-issue. It's literally no different then wearing wired headphones.,0
"Once Samsung takes on this space it's going to be amazing especially if they integrate connectivity with all their other devices; smart TVs, smartphones and all...",0
crazy how this video got this many views in such a short amount of time,0
"Your hands trought the headset lens looks like a simulation, not the real hands. It looks funny.",0
Ok am buying the Meta quest,1
"The world doesn't need VR.
AR though could be interesting, a new and better, lighter, Google Glass",0
JerryRigEverything says that at the front isn't glass.,0
"Imagine apple partnered with app studios like Ninja Kiwi to bring games like Balloons Tower defense 3D to your coffee table, or ofc your toilet. Then id pay 4k.",1
"If I ever get an Apple Vision Pro, the first thing I'm gonna do is watch Ready Player One.",0
"Me: Ain't no way I'm watching this long ass video about a VR headset from Apple
37 minutes later:",0
I think this is a good social tool as well some rich kids can let poor kids play with this vr set and become friends,0
Tbh I'd prefer apple vision pro instead of meta quest just because the fact that i dont like the ideas of a giant battery  at the back of my head,0
"A great example of things we don't need, and should go without, in a world where human civilization is in a state of pronounced ecological overshoot and on the verge of runaway global heating.",0
"New episode of black mirror or something, idk",1
He said quit recording bc he had something for Unk .😌 gun💨,0
"imho using VR headsets anything other than immersive gaming, feels a lttle ''forced'' to me. You can watch movies in a real screen rather than a virtual one, yo can read messages, open music or play candy crush on your phone, rather than your virtual floating screen. Using VR for these things is like using it for saying i am using it. But there is no other way than VR headset to feeling like sitting inside a racing car. Affordable way at least, if you are rich you can build a 100k simulator setup :D",0
Y’all realise this is perfect for the government they will be spying thru the headsets the same way they do your phone camera 😂,0
It’s good innovation. But not for the average consumers yet,0
Once we get flying cars then I'll be impressed.,0
"Impressive product, but I've seen most of these with Microsoft Hololens over the last 10 years.  And that product hasn't gone very far in that time.  Apple will be using the telemetry data from people using it to leverage in other tech.   Just like the Hololens, this will become a good, but niche, product mostly used in industrial scenarios.",0
"OMG, Marques Bro It's Truth. 
I Was Not To Awareness.",0
Had the opportunity to put a rear view cam and totally missed it!! @apple,0
Bruh 3.5K for that no way!,0
"Unlike the Apple car which was junked before it was released the $3,500 Vision Pro will be lucky to attract 1 shoplifter! Most likely to be quietly discontinued in the future!",0
30:01 Can't wear my glasses? Fuuhhhhh,0
No YouTube are you serious lol,0
"""GLASS"" guess you never watched jerry rig everything break it down huh?",1
The ladder in the background is really distracting,0
"can you easily operate it.. watch a movie, check your emails, while you are laid in your bed ? (with objects on the floor instead of in front of you), or laid in your bed on your side ?",0
hello,0
Reviewing Apple product whlie using S24 Ultra 😂👏👏👏,0
Three more years until 2027 crazyyyyyyyy,0
Apple: you need to hook a battery to the battery because... we want to force you to use out junk batteries...,0
I wonder if it has a lazy eye mode. This is also an opportunity for a mom joke. But I'm kind of curious.,0
Do you still use it?,0
The most order this thing will get is from US DOD they will use this any day over BAE 500k helmet with way better visual quality,0
"Ill never buy it, dont want them, but still gonna whatch it",0
So it's like HoloLense from Microsoft?,0
Why do I need that???,0
Pupils and charging,0
Can i play Rez on it?,0
the future of gaming might be coming soon,0
"I guess I won't buy Vision Pro until I can type fast with it, otherwise the dumb keyboard would drive me crazy",0
Can you u play call of duty... Multi player,0
