Comment,Likes
"imagine someone who's never heard of the Vision Pro just seeing this random guy stabbing the air in the middle of a staircase, or seeing him put a donut to the sky talking about butterflies with zero context lol",0
3:56 reason u shouldn’t buy lmao,7
This world is doomed.,10
WE NEED DUEL MONSTERS,0
Seeing what people see it looks like it looks amazing but as someone with glasses I am going to have to say no to this. I’ll let y’all catch up to my terrible eye sight with this 😂,0
All I know is Steve Jobs would never give anything like this a green light,10
We’re so fucked.,13
"Imagine someone wearing these, and watching videos on their phone in the subway 😂",0
is like a skateboarder calling on invisible kittens,0
Eddy was right. Jesus.,5
Society is fucked.,14
I'm surprised you're still in New york. Dont you have a bunker somewhere?,0
It's a start of new Era just like when Steve job released IPhone and world was never same again.,0
I will do one pushup for every like this comment gets. (I promise.),1037
"Its insane, but I honestly think these things are going to be as common as a cell phone. 
Spacial computing is cool but it'll be the end of the human condition as we've known it.
Sounds melodramatic but its the truth.",1
This is how we will end up disconnecting with reality. It is terrifying.,2
Casey’s new Ray Bans are crazy 😂,0
"Next are glasses, then contacts. It's couldve been done already but I guess it's the money",0
It feels like an episode from black mirrors,0
"Reminds me of Wall-e, the movie, where people would stare at their screens all day, so much, that they forgot how to live and experience real life.",0
can nearsighted person wear it ?,0
This video is going to be so funny to watch in 10 years,1
I  wanna go on a skate with you,0
"""Enjoy your adventure"" What an NPC like interaction lol",0
Me thinking what I would do with the apple vision pro mean while I don’t got the money,1
The number of people who took a photo of you 😂,0
Amazing technology but I really hope it doesn't catch on!,0
Im getting H3H3 Peep n Creep vibes 😂,0
In 10-20 years these videos will be such a goldmine of comments that didn't age well,0
"This, indeed, is the future, and in the next decade or so, we’ll look back at how big these headsets were and laugh.",0
0:12  he looks like ODO from DS9,0
"I can see a world where this becomes the new court appointed ankle monitor. where they would live sensor the world to stop interacting with people or things, like alcohol would be impossible to see. Then areas would be off limits like driving the wrong way on a racetrack “reverse” “out of bounds” “turn around” … followed by a zoom call to your parole officer.",0
All your videos seemed to turn into long commercials now. Used to have good content now just commercials for huge companies,3
we werent ready for google glass,0
"He said this is the worst one that apple will ship, it’s just going to get better. I don’t know, I’ve had every I phone made over the years almost snd none of them are that much better than before. Screens are bigger, that’s good. Camera gets a little better. But the format is the same. It’s the same old same old. I have the 14 pro right now. Apple seems to stick with their own style without much change. If those things get better, forget about human interaction. The whole civilization of humans will become something it wasn’t when I was a kid in the 70’s. Hell, there weren’t even cell phones. The drastic changes in human behaviour and technology in my time is phenomenal. Night and day difference in how people are. And I’m only 47 years old. We’re all going to be ai in fifty years if we keep going down this road. That being said, I want one now lol. Very cool",0
:awesome:,0
why do I feel sad than excited? 😢,0
"Uummmm, skiing trip?🤷‍♂️",0
"Pretty much the review will be ""Damn! This graphics is so real!""",1
The interesting thing is you can easily see people behaving exactly like Casey is here in times square minus the headset,0
Phone already destroyed my focus.. i cant imagine having this in my life 😂😂,0
Total recall x10,0
So interesting,0
:awesome,0
Turn on traveling mode 😅,0
"great for public transportation, long flights :~)   but we will see lot of dummies in our country driving with it and doing crazy things..  also it will make it so creepy if more and more people use it in public",0
His windows are still floating at Times Square🤣,0
he's living in the future 😮,0
I can’t believe you touched the handrail as you went down the subway,0
"The future will come soon, for sure or maybe it's happening right now :0",0
Where the sound goes since you dont have headphones ?,0
Remember Iphone 5?  When AVP 15 released out probably its already beyond imagination.,0
"They will come out with a ""Stake"" to use while in the car driving or whatever.",0
"Haha these things look so ridiculous.. is it worth replacing your phone with? The stopping on the stairs and focus on it doesn't seem as practical as texting and walking lol, plus with voice assistance on everything, it really is impractical.",0
Imagine being so much a celebrity that strangers just hand you their phone,0
The perfect peripheral for solipsists,0
"I am sure google will copy immediately the idea, because when you walk into a store the can implement marketing gimmicks or even as simple as pulling out a menu at restaurant",0
I think this highlights something that only Apple or Google could ever sell to customers because they have their walled operating systems and apps that go across all possible form factors. Meta can't compete with that.,0
anyone else notice the guy taking a picture of him at the start lmao  0:28,0
San Fran has a Fentanyl problem. NYC has an Apple Vision Pro problem,1
yeah...I don't think is gonna be safe to walk outside with that thing haha,0
I can see an interesting version of this like a football helmet 🏈 though. Like every one wears an NFL helmet. Like wireless and all. And Americans like football 🏈 ..,0
I love you Casey,0
"Someone is disconnected from reality, as if people need to be disconnected any more.",1
"I get the idea of augmented reality but this just seems a little too encapsulated. With the wealth disparity/opioid crisis going on I don't think if it's a good idea for people to be walking around wearing these while experiencing limited peripheral vision. Cool technology though but holograms seem more viable., I'll stick with the Ray-bans.",0
This won't really catch on until they can put it in a contact lens.  Cool tech though.,0
Still amazed how you can skateboard while wearing the Vision Pro.  My goal would be to walk to the kitchen without falling down.,0
alternate product name for creeps riding the ny subway: gooner goggles,0
"Did you not read about ""Travel Mode""?  Turn it on, and the screens will stay with you.",0
Should have made the battery rest around the neck instead of that long cord.,0
lol...butterfly moment,0
Imagine having someone wearing this in front of you and not realizing they are recording you!,0
"How everyone is just openly staring at hi. They don't even try to hide it😂
Social anxiety fears this man",0
That should be their new slogan. Enjoy your adventure! -Apple,0
Altered Carbon 👁️,0
You need to turn on travel mode if you're in a moving vehicle,0
There will come a time that how we view brick phones now is like how we view these,0
waiting for google glass to get up to speed and revive it!,0
"3:10 There were wetting water, now there is kinetic movement.",0
Seems excessive. It’s good to unplug. I miss my long subway rides when I’d read a book or draw,2
This is brilliantly terrifying,0
Disconnecting humans even more from the real world like phones didn’t already do enough damage,0
"Tech addiction , damn !this is scary in a weird way",0
"I don't think the goggles will ever be ""the future"" motion tracking is great but our brains can only be so stimulated. I think multi display network machines combined with screens or projectors will take over.",0
Ready Player One 😁👍,0
It makes sense to pay 4k for it if one can get 4k out of it in value.,0
Imagine meta and apple joined forces and created a virtual world togehter,0
"10:08 ""This will be the WORST Vision Pro Apple ever ships"" 
Beating Apple in their own game xD",0
One can only hope this device doesn't become a thing,0
Yo that lady on the train might want you or just very curious 😂,0
"This is what we need. More people in their own worlds, obviously to all humanity around them. For all those people who love this VR stuff, you still need to eat, 💩, breathe, etc. There's no escaping that--at least for the foreseeable future. LOL",0
Is his hair oily?,0
"Ready player one is becoming reality, next we be in submersible pods full time",0
Just imagine once these are everywhere how much access the government is going to have to all those cameras 😂,0
In a couple years these will be everywhere…,0
"To quote the late David Foster Wallace, ""the technology is just gonna get better and better and better and better. And it's gonna get easier and easier, and more and more convenient, and more and more pleasurable, to be alone with images on a screen, given to us by people who do not love us but want our money. Which is all right. In low doses, right? But if that's the basic main staple of your diet, you're gonna die. In a meaningful way, you're going to die.”   But yeah, enjoy your adventure Casey.",4
It's exciting stuff but I'm not wearing heavy ski goggles all day.,0
imagine getting mugged in the streets of New York while Mr Beast video plays in the background.,0
It’s like as if we’re getting closer and closer towards being a cyberpunk society,0
"In a future not far away its gonna be a problem, cz people will forget how to talk with their partners at home.",0
fruit please!,0
"Absolutely Love Casey, but honest question…..does anyone actually wanna live in a world where this is the future?",0
nowadays humans are not prepared for taking responsibility for this technology,1
Real human connection is what people are actually looking for vs expensive materialistic things - root of sadness in usa 🇺🇸,0
6:33 kind of like tripping on acid but not tripping on acid.,0
BRUH the scene at 6:31 had me WEAK!!,0
i thought a was looking at Kevin the Minion lol,0
"Is it just me or this is scary to imagine what the future will look like? I mean, we are already so disconnected from Real Life Interaction due to social media and connectivity. It seems like real human interaction will slowly fade and mental health will be an even bigger issue than it already is.",0
Looking forward to people randomly stopping in front of me to respond to texts oblivious of surroundings.,0
Who else is waiting for the video when Casey decides to customize Vision Pro  like he does his Ray-Bans?,0
We’re in the future😳,0
"It saddens me that as a species we have not yet learned our lesson. Look around, our world is crumbling from the inside out with the technology we currently have already. The idea that continuing to separate and isolate people into their own little realities is going to be beneficial is absurd. Like everything there will be pros and cons, but how many suicides and how much division and how much disease from sedentary lifestyles will it take before people finally understand that “progress” in the wrong direction is not progress at all. The people who make these products and the powers that be want mindless, isolated consumers who feel like they need to escape reality, take medication and continue chasing after the next shiny object that will ultimately leave them feeling more empty than satisfied. Just to buy the next version a year later. And that is what they have and will continue to get so long as people choose to ignore the reality of the situation we find ourselves in.",0
"The future of computing…

Everyone looks like mimes",0
5:59 i swear i saw caseoh,0
i love how everyone looks at you like you're a time traveler who has no idea where he is ;-; ;-; ;-;,0
Welcome to Future 2.0 😮,0
Next guest next guest next guest,0
Just hop over the bar 😂,0
It's a gift to opticians.,0
"Umm I don't really see the point in Times Square, it's not as if there aren't enough screens hanging around lol",0
They are trying so hard to sell this thing 😂😂😂,2
You can't tell me that these people are not all shills. Everyone is mentioning mr beast at some point in the video.,1
This guy just said that watching a mr beast video on the subway is special....,1
(Imaginary) petition to never venture into the world of VR.,2
"Lol for the first time ever, the food being handed over is _not_ a pov shot...",1
Bro is David martinez,0
Welcome to virtual life,0
"""kinetic movement""",0
finally apple invented something new after years ;),0
It’s like Casey is on a digital acid trip.😂 It was funnier to watch the people watching Casey.,0
"""I get off here - enjoy your adventure"" is almost prophetic for the upcoming backlash movement of luddites rejecting AR wearables.",0
Un truc pour se péter la gueule solide 😂surtout en se promenant à New York,0
They are not going to be able to make that small enough to create what you are envisioning.,0
We already have our phones in our faces 24/7 and now they want us to get further into the SIMS life. No thanks.,1
"The one thing no one will say: ""that was a smart purchase""",0
"This is not exciting to me. They're preparing us for the pods, so we never leave our house.",1
CASEY ...just to let you know... wearing this device ...while driving your car... either in the US or here in the Netherland... you get a fine.,0
words cannot express how much I hate the idea of the future Casey is getting excited about.,1
Bro he proved that we could be  living in a simulation when he said his brain clicked and forgot that he was wearing an apple vision pro,0
"If I'm honest, as much as people talk about the future being VR/AR, I just don't see it. I like reality.",1
"That is about as anti Apple Vision Pro as it can get. No body would want to touch this thing now. Seeing him wear it publicly actually shows how clucky and ridiculous this thing actually is. 

Apple wants us to video chat with ultra glossy, hyper airbrushed korean skin digital avatar, when we all have access to group video chat. WTF?",2
What I see is a more expensive Holo Lens that is less capable than the one I tried out about 7 years ago.,0
"Instead of saying that tracking has failed, why doesn't it just disable tracking?!",0
"Maybe great for home office, but real life going fully online is just sad. In 100 years let’s say, I think there will be those that are in this online reality and those that have chosen to say as humans were made and experience ‘normal’ life",0
"Give it 5 years, everyone's gonna be walking around with one of these on",0
"Incredible, when this technology will a be standard i will ask  girls to talk to put a filter on me  so that i look less disgusting. Truly amazing.",0
“Hello im from the future” guy wearing apple pro.,0
There will be privacy 🤔,0
"People are gonna get robbed so easily, getting lost in the different worlds and not paying attention",1
Y’all no way we’re not gonna be annoyed all the time in the future when everyone is shooting video from their POV 24/7!,0
"To quote ready player one - ""I realized, as terrifying and painful as reality can be, it's also the only place where you can find true happiness. Because reality is real.""

I hope people don't forget this ...",0
"Anyone else excited for IRL video games? Where the real world becomes like an MMORPG? You get to a certain corner, a quest pop up appears in your field of vision, you start it, some wizard pops up, you talk with him IRL, and then have to go to a new neighborhood to find the key, explore the city to find the chest, and get the treasure? hehe",0
When this becomes sunglasses size... Its the end of human interaction 😢,1
Comes with a snorkel?,0
"When you are watching a vid like that dinosaur, can you see someone behind the image aiming a fist? Asking for a friend",0
"Read the book 'Caves of Steel"". While it looks cool and everything. It's just another mechanism to isolate the individual and make them more controllable. You only thought Big Brother was watching you before now. With these, they'll know everything you 'think do and say'.",0
"I cannot use windows when I walk!!  It's never enough. As if we aren't distracted enough, and you wonder why everyone is stressed, panicked and have low attention span, we can't be still or quiet. So sad.",0
"This video will live on and in 30 years people will look at this and think that shake their heads over how primitive, impractical, lacking and basic enhanced reality was back in the day. This is the beginning. This is like when the first cell phones started popping up. Most really didnt have a use for it then, it was impractical, but look at us now.",0
if only the people around him knew what he was experiencing,1
"Crazy futuristic but at the same time also quite scary. You seem to be all disconnected to the real world while wearing these goggles. Also, I feel like there is a lot of room for error in terms of safety when you distract yourself with so many interactions. Suddenly you might miss a car passing by or sth.",1
Buy Apple stocks and next year that investment will pay for the latest version of Apple Vision. :),0
How can u hear without headphones?,0
Dystopian,0
Dystopian,0
"the tab opened the movie adventure as the guy leaving said adventure

apple is listening to ur convo's bro jk jk jk",0
"A wave of novel mental illness and sensorimotor disorders are going to hit harder than humanity is prepared for. People think they are depressed, confused, anxious and lonely now... just wait. This is literally the beginning of the end. We were not designed to interact with the world like this. We will learn the hard way.",2
i thought he was done doing YouTube or was it just another stunt. i hate living in a world and time where people get famous for nothing but i congratulate you individually,0
Remember your Google glasses? Me either..,0
I guess you didn't use the travel mode in subway....but than you would have to properly test it before chasing viewers as fast as possible....,0
"dude use travel
mode you can move",0
"We need a new term to replace glass-holes.  Do people enjoy reality anymore?  We spend half the day on our phones, but tech companies feel this is not enough!  Disconnect please!",0
Beautiful women walking past but i cant make eye contact with them and flirt with them because im busy using tinder on my apple vision pro,1
Reminds me of serial experiments lain..,0
Annoying pedestrians glued to their smartphones is going to be nothing compared to when the masses are wearing this 😅,1
Missed opportunity to wear a futuristic 5th element type of outfit.,0
The whole time watching this I’m thinking about his personal safety. Wearing these things in any number of situations causes you to give up situational awareness on many different levels. Very dangerous.,0
"This looks so weird. God our reality is getting stranger than fiction. I'm a techie nerd, but at this point, I hope someone would push pause on the tech advancements.",1
And I thought phones were a distraction,1
You can literally do all this on the quest 3 for a fraction of the price.,0
The Chosen One in The Matrix only had this technology in sunglasses,0
"So .. the thing people won't talk about is how these are too bulky and expensive but someday they won't be ?
I mean .. I hope that's true, but I am skeptical.
The laws of physics being what they are and all...",0
"Apple: Vision Pro
Microsoft: Hololens
both promise the same thing. Only one delivers.",0
Lets make whats inside a video about this and cut it open want to know how it works..,0
this is like the first iPhone,0
The butterfly is eating my donut.,0
Yeah I'm sure people will use this tool to be more social and not at all become more self-centered and shut-in... Great tech but at what cost?,2
6:46 LCD moment,0
Well someone loved NonPlayer,0
"These things are so freaking cool.
I'm really excited to see where we go from here.",0
A year ago you wore the same jacket to test the AI electric shoes. No one is wearing those and no one will be wearing these.,1
"This is as disconnected from the world as it gets. Super sick tho, the tech is wild.",0
"ok.. who is this guy??? why is everyone pumping this guy up, he doesn't even find the right words to describe his experience.. this guy has 12 million followers wtf..",1
The stepping stone to Brain interfaces. No Robocop screen for me thanks. Wearable tech is a precursor to having that tech inside you…,0
I'm worried what this will mean for humans interacting on a human level... It's already hard enough trying to get people to engage and focus on the here and now as it is,0
"…and I’m over here thinkin; at some point soon in the future, there’s only gonna be two types of people in the world when Dad gets back…. 😏",0
Apple vision 3 will sell like hot pancakes. I’ll wait for that.,0
"Technology is getting very scary by the minute, and I don’t know how I feel about it.",0
"Nothing like being online 100% of the time and being completely detached from reality.  No thanks.  That thing is a terrible idea.  I though social media was bad for humanity, this will be a million times worse.  Throw it in the trash where it belongs.",1
"Great review but... Apple knows that cyberpunk stories are cautionary tales, right? Not inspiration?",0
"people will get away more from real life interactions because of things like this,most of us are already salves of smart phones.. its so sad.",0
Lol you know you look crazy when people in NYC are giving you side glances.,0
"Unfortunately, using this in Brazil on the street, thieves steal from you.",0
RIP all other reviewers🎉,0
The butterfly is eating my donut,0
"Damn, this just puts content consumption into a different kind of addiction level. Putting the phone down is such an essential thing to do now, but so challenging for most people. And this? Wtf bye bye actual human connection and creativity from boredom.",0
Isnt this exactly what AR is?,0
dude never used a quest headset b4?,0
What about a person who wears glasses???,0
I’ve been reading & watching reviews and there’s no doubt this thing is awesome but $4k is a hefty price tag. In typical apple fashion they’ve unnecessarily inflated the price of their product.,0
"For all the criticizers: you said the same thing about the radio, the TV, the telephone, the internet, then smart phones, and now you are saying the same thing about VR/AI: that it will ruin society and lead to our doom.  Yet with each evolution in tech, you eventually integrated them into your lives and it has now made us smarter, more connected, more efficient, and more creative then ever before, and this next evolution will only maximize our potential even further.  Embrace it. This is going to allow our dreams to become literal reality.",0
This is wrong on so many levels and dangerous for several reasons. Also I'm curious to see the effect it will have on people after 15 years on the skull shape lmao like headsets have,1
"Imagine when eventually everyone has these, but they're not goggles, they're fuckin CONTACTS. And everyone is wearing contacts that can do all this shit everywhere they go. It's definitely gonna happen in like less than 5 years.",1
I think we are becoming more disconnected just having phones in our hands and this will make it 10X worse! Sad world it is leading to.,0
People are going to become even less good at dealing with reality.,3
"Yeah, this product is like the Lisa, way too expensive but so revolutionary. I'll wait for the ""Mac"" version of this... cheaper and smaller",0
bro use travel mode,0
"Um....legit, your own mind can do this.....this device will level the field of psychosis though.",1
this seems dangerous to have in public. oh your watching a show in front of you and then start walking and you dont see whats behind the thing you are watching. also if you wear headphone you dont ear your surrounding. also you just might get muggged for your  headset. also your periferal vision is reduced also if yoou dont wear air pods your just gonna annoy everyone with your video you are watching,1
"Your video is way better than Marques B's video. I turned it off, it was boring.",0
"- Tech
- Donut
- Butterfly eating donut

All what I wanna say while watching this as a European…. This is America. 😂",0
If people start walking around with these things Everything Will Be Recorded. Everything. All the time.,0
This is absolutely fucking horrifying,5
me watching this on a 7y old tablet :D,0
I still think the quest 3 does rhis better imo,0
Can i watch PINKY XXX ?,0
He’s gotta be wearing his glasses underneath right?,0
Every time I watch a Casey Neistat video I love NYC a little more.,0
"The question…
Why is the real world not good enough for people anymore?",1
"Who would wear these in public?! It’s the new version of A-Holes that would walk around with their giant Bluetooth in their ear. I’m glad they’re balls deep in their devices, means we don’t have to interact.",2
With neurolink its gonna be nuts,0
Can't imagine the world in 500 years from now.,0
*For $3500 Id rather just glimpse at a screen occasionally...*,1
$3500 to look like a high-tech homeless person wandering around hallucinating.,1
So you can walk around watching videos and ignoring everyone around you. People are already too unaware of their surroundings when they are walking around.,1
This tech will be in your RayBans within the next decade and you will be able to buy them 60 a pop at the gas station.,0
Take a Subway Back to Close The window,0
"The atomisation of our society is complete.
Oh, and say goodbye to your teenage kids.",1
It's honestly creepy how everyone on the subway just starts secretly filming him.,0
man what happened to flying cars and shit in the future this feels more like wall-e and shit,1
"When the true beauty of the world has finally left, and we've lost sight of reality, at least we will have Apple Vision. The WALL-E existentialism is really hitting in 2024",0
"What an easy way to get mugged, while you immursed in your virtual world.",1
"The title ""this is the thing"" was never shown. What is ""it""?",0
8:34 Sounds like a new drugs experience,0
that man was NOT getting of there. he was moving to another subway car,0
In a couple of years they will be like contact lenses,0
"But if we’re overwhelmed with information using our smartphones, why would we want this?",0
That’s a good way to get jacked quick on the streets 😂,0
Why does he look like a minion tho 😂,1
Welcome to black mirrors season one,0
This fucking  crazy casey omg!!!,0
1 step closer to Ready Player 1.,0
imagine doing that on shrooms,0
со стороны вглядить как торч солевой а так прикольная вещь,0
It looks like ready player one,0
Pined screens is nice to be coupled with GPS you could pin screens at any place in the world at real time or previously at home.,0
Just loved this,0
Eye contact R.I.P,0
So the future is us all stumbling around like drug addicts.,3
"Apple has turned the Earth into a virtual world, haha!",1
i tried making this tech(not a big company tho) and they should just be able to switch on tracking while moving. apple devs are probably car brained,0
"I was actually talking about the fact that information is being transmitted around us and through us 24/7 with my 13 year old today, he couldn't quite grasp that. This product shows it is possible to actually interact with it in a real world scenario instead of stopping to look at your phone every 5 minutes, it enhances whatever part of the world you want it too.",0
*Coughs* Accel Wolrd,0
"the crazy thing is that this is just the minimum viable product apple was willing to release, right now. its not neccesarily the best apple can currently produce",0
is that an iPhone 5s ?,0
10:26 thansk,0
Watched in 2024!,0
It seem not good for me 😂😂,2
im completly against this type of technology even tho i grew up with it,1
"When Apple puts these into Schools, the kids are FINISHED",0
This is terrifying.,1
This is quite sad tbh,1
No! Please no! We need to stop before its too late.,1
"This dude looks like Shawn Pen and I can't get over it. I can't watch because it makes me realize we are in a simulation and there are so many avatars we can pick from. Even if nature is the operating system there is still only like 16 types of people you see in all Cities when you travel, and nothing is different. This person is an example of this and its scary to look at them.",0
There are definitely a lot of dinosaur in a donut shop.,0
Average Black Mirror episode,1
"Lol idea is cool, just look so weird when wearing it in public though.",0
Your like a walking Robo Cop 😮😮😮,1
Businesses will have VR advertisements that only people wearing these can see.,0
Yea walk around with a $5000 blindfold on in a city known for broad daylight robberies. Brilliant,1
Apple choose a wrong way...,2
"If that is the future, tnx but I am out. I am fighting against present, there is no money in this world that would make me isolate myself even more from reality while looking like a clown in the process.",1
“The butterfly is on my donut” sounded like Joe Biden,0
"This is so sad and pathetic it’s beyond words. If people don’t know how much this technology will create a world of sick people walking around looking like they are insane and having no connection to their own humanity, we are doomed. Why did you run all of those marathons and inspire so many people if this is the kind of world you want to live in? Wow. 😢",1
apple stock ✅,0
this makes the entirety of black mirror look like a story written by an edgy 13 year old on wattpad.,1
I wonder the main bam of this video🤔,0
"Riassunto del Video
Il video sembra essere una sorta di recensione o analisi di un prodotto non specificato, presumibilmente un dispositivo di realtà aumentata o una tecnologia correlata. Il narratore sembra condividere le sue impressioni e le esperienze personali mentre utilizza il prodotto, discutendo delle sue funzionalità e delle possibili implicazioni future.
Articolo in Tono Professionale
Analisi del Prodotto o della Teoria Espressa nel Video
Nel video analizzato, il presentatore condivide le proprie esperienze relative a un dispositivo di realtà aumentata non specificato, fornendo un'analisi approfondita delle qualità e dei difetti del prodotto. Tuttavia, data la mancanza di dettagli specifici sul prodotto o sulla teoria trattata nel video, fornirò un'analisi generica delle potenziali qualità e difetti di un dispositivo di realtà aumentata.
Qualità del Prodotto
Esperienza Immersiva: Il narratore sembra essere entusiasta dell'esperienza immersiva offerta dal dispositivo, sottolineando come abbia dimenticato di guardare attraverso le telecamere e gli schermi del dispositivo, percependo ciò che vedeva come la realtà stessa. Questa qualità evidenzia il potenziale coinvolgente della realtà aumentata.
Interfaccia Intuitiva: Viene menzionato come il dispositivo consenta al narratore di interagire con vari elementi digitali in un ambiente urbano, suggerendo un'interfaccia intuitiva e flessibile.
Potenziale Futuro: Il narratore esprime un forte ottimismo riguardo al futuro della realtà aumentata come interfaccia per il calcolo, suggerendo che questa tecnologia potrebbe rappresentare il futuro dell'informatica.
Difetti del Prodotto
Prezzo Elevato: Il narratore menziona il prezzo di $4,000 del dispositivo, sottolineando che potrebbe non essere attualmente giustificato data la sua qualità attuale. Questo potrebbe rappresentare un ostacolo significativo all'adozione diffusa della tecnologia di realtà aumentata.
Limitazioni Tecniche: Viene menzionato come il dispositivo possa presentare limitazioni nell'uso in determinati contesti, come la difficoltà nel mantenere la connessione o il tracking durante il movimento in ambienti urbani o affollati.
Conclusioni
In conclusione, il video sembra sottolineare il potenziale emozionante della realtà aumentata come futuro dell'informatica, evidenziando al contempo le sfide attuali legate al prezzo e alle limitazioni tecniche. Sebbene il narratore sembri entusiasta delle possibilità offerte dal prodotto, resta da vedere come queste sfide verranno affrontate nel futuro sviluppo della tecnologia di realtà aumentata.
Se necessiti di ulteriori dettagli specifici sul prodotto o sulla teoria trattata, ti pregherei di fornirmi maggiori informazioni in modo da poter fornire un'analisi più dettagliata.",0
This will fuck people up for generations,1
Enabler,1
Why I think people are going to be push by a bike or be robbed because your vision is blocking by a video 🤔.,0
bro that poor guy at the subway thought he was caressing balls on his vr,0
Apple Vision Contact Lenses,0
Gives the expression you see 6 i see 9 more depth.,0
Why everybody that uses APV looks like Martin McFly Jr.?,0
alright this is gonna change pokemon go,0
They live tho,0
Pokémon go please available on this!!!,0
"On the point of simulation, if a child for 10 years have not seen anything like AR, she would think it’s reality.",0
This item is a mana for pick pockets.,0
Pretty brave walking around big city with $3500 goggles!! 😮,0
Everybody is going to look like a cyborg in 10 years when prices drop and the goggles get a bit smaller. Can't wait.,0
"Someone please save us from this insanity. Yes, you looked ridiculous.",2
This future scaresbthe shit out of me...too much disconnection.,0
When you are not interested in tech but just want attention,1
So sad...😔,0
The open mouth with the pinchy hands is fucking comedy gold.,0
"It's so fortunate that the Vision Pro is so absurdly expensive.  Otherwise, we'd see Vision Pro-wearing nerds running around in public.",1
"Revelation 13:16
16 And he shall make all, both little and great, rich and poor, freemen and bondmen, to have a character (also translated as: mark) in their right hand, or on their foreheads.",0
📈,0
This is horrifying. I hope what you are describing never comes to fruition.,2
Everyone who uses this needs to wear the safety vest.,0
Why would we want that tho,1
6:46 😂😂😂😂😂😂😂,0
"Once again, people with poor eyesight are left behind tech wise 😭",0
Congratulations I got sick watching this,2
One step closer to Wall-E,0
Thats scary,0
Too much satisfaction to where normal life becomes far to boring increasing false happiness.,0
There's nothing this device could do that would make it worth walking around looking like an absolute melt,0
Goggles no helmet crazy,0
"Isn't that sort of the definition of ""insanity"": being in your ow world? :))",0
Meanwhile our youth as never suffer more from depression than in today’s society,0
Glassholes V2,0
How long dose the battery last and is it heavy or could you wear it all day?,0
This is it,0
I get motion sick watching this video. Are there other people experiencing this?,0
He still making videos,1
So you need to stop walking or driving to text 🤣,0
"It's too big and bulky looking. They're going to have to reduce the size, make it less conspicuous, and lower the price for it to seriously become mainstream.",1
"whoops, there was a window in front of that bus, is what you woulda said but u died",0
"Whats the point of these? It'll go down the same road as 3DTV... the price point alone means it's not an option to the majority of people and as ""newer and better"" models appear the price is only going to go up..",0
The one thing no one will say is that it’s worth it that is it’s worth $3500,0
I'm confused. Oculus quest has existed for a while now but why the heck does everyone in america seem to think this is the greatest thing since sliced bread?,0
I thought Casey would have more integrity than to watch a Mr. Beast video lol.,0
The end of the independent mind!,0
"*Meanwhile, me and my dumb phone..* 🥰",0
guess you don’t have to take acid anymore lol,0
The future is really terrible. 😂,3
Don't dream it. Be-e-it!,0
The price point is just plain stupid.  Most people cant afford it.  I can definitely afford it but dont think its worth the money.,0
"'There is a butterfly eating my doughnut'. Casey Neistat, NY, 2024.",0
It bothered me that he was pressing every key on the keyboard when he could just look at each key and pinch his finger or use speech-to-text lol,0
Pretty soon there will be contact lenses in stead of the big glasses.,0
this really feels opressiv like people watching you poop,1
"How can people think this is what we need... like I really don't get it.
Why would anyone need this.
This goofy stupid type of progress we have nowadays really makes me sad.",1
watching a youtube video on a youtube video,0
Fu*k virtual world. Live real world!!!,1
We are the arbiters of our own destruction.,0
"I don’t think this thing should be allowed to be used during walking anything which relates to moving physically 
It’s dangerous",0
thought that was skrillex lol,0
Just shot it again with travel mode on man,0
They fucked up on that long ass cord wus sup with wireless 😂,0
Aka google glass,0
👍.,0
Yall really think this is ground breaking but there is technology the military has that makes this VR look like child’s play smh.,0
All Samsung has to do is make sure you find it when it's lost.,0
All Samsung has to do is make sure you find it when it's lost.,0
Noooooo not MrBeast,0
I like the awkwardness.,0
Whats next… albion 😂,0
"thats cool, but next gen will be better",0
Your previous sunshades looked better,0
"Kinetic movement aka movement, like the 1 pushup you have to do with this,comment",0
Me being broke and still watching the video,0
Jello Biafra.,0
Battery capacity too small,0
Anyone else wondering how he is showing us what he is seeing,0
Why have Casey as Wild Product development Director? Here is the answer! 😂,0
Who are here after watching this on flying beast channel 😂 hit like ❤,0
someone was driving a tesla truck while using the apple vision pro so does this video debunk that and he was just being a mime for publicity stunt?,0
It does not work on the plane. Recommend you edit video as that’s misleading.,1
"Ridiculous !
The 2 have Got to stay separate",0
Id buy it when it becomes in a size of a sun glasses 👓 otherwise doesn’t worth it,0
Scary 😨🤡👹,1
So many people are going to get robbed.,1
Time to Say Good bye to technology,0
🎉🎉🎉,0
Giacca da carpentiere e Apple vision pro,0
Casey is a Cyberpunk NPC,0
It’s the matrix,0
All I can see is Marty McFly Jr.,0
This is scary,0
Why do we need to watch YouTube in the middle of time square?,0
"pair this with a neural link, and it's over for reality",0
"I miss my childhood! No cell phones, no internet, no youtube, nothing but only real relationships and real life! What is next? 🤔",0
How to be a clown for just 3500 dollar 😂,1
I can assure you that I will never look like an idiot walking down the street with one of these on. People need to chill out and get off tech more not the other way around.,0
“That you look like an idiot for wearing them in public”. Given the obscene price of them it won’t be long until you get mugged!,1
7 mins in and still cant see the point of these goggles 😂,0
The Chinese versions will soon flood the market.,0
Scuba Steve,0
Does it need WiFi?😂,1
"That outside perspective of Casey waving a donut around in the air just going ""The butterflies are eating my donut"" was hilarious",1
I don't trust people enough to wear this in public.,0
It's hard to manage brain 🧠,0
Riding around on a boosted board and using an MR headset is beyond stupid and dangerous.,0
